N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
1781.0,대신 S&P WTI원유 선물 ETN,8500.0,110.0,-1.28%,0.0
1782.0,삼성 코스피 양매도 5% OTM ETN,8485.0,0.0,0.00%,0.0
1783.0,삼성 인버스 코스닥 150 선물 ETN,8475.0,65.0,-0.76%,0.0
1784.0,KOSEF Fn유전자혁신기술,11285.0,240.0,+2.17%,0.0
1785.0,ACE 삼성그룹동일가중,16890.0,110.0,+0.66%,0.0
1786.0,하나 인버스 코스닥150 선물 ETN,8440.0,105.0,+1.26%,0.0
1787.0,삼성 인버스 나스닥 100 ETN(H),8425.0,30.0,+0.36%,0.0
1788.0,메리츠 레버리지 국채10년 ETN,8410.0,75.0,+0.90%,0.0
1789.0,TRUE S&P500 VIX S/T 선물 ETN(H),8365.0,190.0,-2.22%,0.0
1790.0,ACE 미국S&P500채권혼합액티브,10400.0,30.0,-0.29%,0.0
1791.0,ACE 원자력테마딥서치,11855.0,175.0,+1.50%,0.0
1792.0,ARIRANG 미국채30년액티브,50175.0,265.0,+0.53%,0.0
1793.0,SOL KEDI메가테크액티브,12640.0,15.0,-0.12%,0.0
1794.0,VITA 밸류알파액티브,11720.0,65.0,+0.56%,0.0
1795.0,TIGER 의료기기,18185.0,365.0,+2.05%,0.0
1796.0,KTOP 코스피50,23665.0,30.0,+0.13%,0.0
1797.0,KB 인버스 2X 은 선물 ETN(H),16290.0,10.0,-0.06%,0.0
1798.0,KBSTAR KRX300레버리지,13570.0,135.0,+1.00%,0.0
1799.0,하나 인버스 2X 콩 선물 ETN(H),8140.0,190.0,+2.39%,0.0
1800.0,KOSEF 코스피100,25405.0,15.0,-0.06%,0.0
1801.0,ACE 글로벌인컴TOP10 SOLACTIVE,10145.0,20.0,-0.20%,0.0
1802.0,KBSTAR 미국S&P배당킹,10135.0,10.0,-0.10%,0.0
1803.0,TIGER 유로스탁스레버리지(합성 H),8960.0,45.0,+0.50%,0.0
1804.0,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,8060.0,15.0,+0.19%,0.0
1805.0,SOL 한국형글로벌전기차&2차전지액티브,10870.0,120.0,-1.09%,0.0
1806.0,ARIRANG 미국테크10레버리지iSelect(합성),10720.0,85.0,-0.79%,0.0
1807.0,에셋플러스 글로벌다이나믹시니어액티브,10035.0,15.0,-0.15%,0.0
1808.0,KOSEF Fn중소형,21105.0,240.0,+1.15%,0.0
1809.0,삼성 KRX 리츠 TOP10 월배당 ETN,8015.0,30.0,-0.37%,0.0
1810.0,크라운제과우,10350.0,100.0,-0.96%,200.0
1811.0,KOSEF 200선물인버스2X,2590.0,10.0,-0.38%,0.0
1812.0,신한 인버스 다우존스지수 선물 ETN(H),3995.0,0.0,0.00%,0.0
1813.0,KBSTAR KQ고배당,12275.0,0.0,0.00%,0.0
1814.0,KB 인버스 KOSPI 200 선물 ETN,11390.0,60.0,+0.53%,0.0
1815.0,QV US 500 ETN(H),11375.0,0.0,0.00%,0.0
1816.0,에셋플러스 글로벌영에이지액티브,11710.0,35.0,-0.30%,0.0
1817.0,메리츠 미국채30년 ETN(H),7960.0,55.0,+0.70%,0.0
1818.0,히어로즈 미국성장기업30액티브,10605.0,35.0,+0.33%,0.0
1819.0,SK증권우,2025.0,10.0,-0.49%,500.0
1820.0,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,7920.0,0.0,0.00%,0.0
1821.0,HANARO 원자력iSelect,11285.0,145.0,+1.30%,0.0
1822.0,TIGER 미국달러선물레버리지,13160.0,55.0,-0.42%,0.0
1823.0,메리츠 CSI 300 ETN,7855.0,0.0,0.00%,0.0
1824.0,HANARO 미국S&P500,11210.0,10.0,-0.09%,0.0
1825.0,HANARO KAP초장기국고채,35965.0,455.0,+1.28%,0.0
1826.0,ACE 코스피,26065.0,25.0,+0.10%,0.0
1827.0,신한 인버스 2X Russell 2000 ETN,7785.0,90.0,+1.17%,0.0
1828.0,신한 인버스 2X 10년 국채선물 ETN,11070.0,0.0,0.00%,0.0
1829.0,KODEX 미국채울트라30년선물인버스(H),11045.0,65.0,-0.59%,0.0
1830.0,ACE 스마트밸류,12805.0,20.0,+0.16%,0.0
1831.0,BNK 미래전략기술액티브,10215.0,55.0,+0.54%,0.0
1832.0,하나 인버스 2X 코스닥150 선물 ETN,7645.0,175.0,-2.24%,0.0
1833.0,KOSEF 200선물레버리지,14990.0,35.0,+0.23%,0.0
1834.0,KBSTAR 국채선물3년,51630.0,175.0,+0.34%,0.0
1835.0,SOL 미국30년국채액티브(H),9550.0,80.0,+0.84%,0.0
1836.0,KBSTAR 주식혼합,38170.0,5.0,-0.01%,0.0
1837.0,KB STAR 50 ETN,7630.0,0.0,0.00%,0.0
1838.0,SOL KRX기후변화솔루션,12695.0,95.0,+0.75%,0.0
1839.0,ARIRANG 미국달러SOFR금리액티브(합성),50775.0,0.0,0.00%,0.0
1840.0,ARIRANG 200선물레버리지,30405.0,160.0,+0.53%,0.0
1841.0,KODEX 콩선물(H),15160.0,205.0,-1.33%,0.0
1842.0,태영건설우,5820.0,10.0,-0.17%,500.0
1843.0,HANARO 유로존국채25년플러스(합성 H),47340.0,315.0,+0.67%,0.0
1844.0,TIGER KTOP30,8885.0,0.0,0.00%,0.0
1845.0,KBSTAR KRX기후변화솔루션,12575.0,65.0,+0.52%,0.0
1846.0,KODEX TSE일본리츠(H),12570.0,30.0,-0.24%,0.0
1847.0,TIGER S&P글로벌인프라(합성),11560.0,5.0,+0.04%,0.0
1848.0,TIGER 이머징마켓MSCI레버리지(합성 H),6820.0,5.0,+0.07%,0.0
1849.0,TIGER 금은선물(H),9375.0,25.0,-0.27%,0.0
1850.0,대상홀딩스우,8210.0,150.0,+1.86%,1000.0
1851.0,TIMEFOLIO 탄소중립액티브,14995.0,0.0,0.00%,0.0
1852.0,ACE 스마트퀄리티,14980.0,30.0,-0.20%,0.0
1853.0,ARIRANG 일본반도체소부장Solactive,9985.0,105.0,-1.04%,0.0
1854.0,삼성 FnGuide 웹 3.0 ETN,7485.0,10.0,-0.13%,0.0
1855.0,TRUE 인버스 2X HSCEI ETN(H),7470.0,170.0,+2.33%,0.0
1856.0,KB 레버리지 밀 선물 ETN,14720.0,455.0,-3.00%,0.0
1857.0,KODEX Fn멀티팩터,12265.0,0.0,0.00%,0.0
1858.0,남선알미우,23850.0,250.0,+1.06%,500.0
1859.0,메리츠 국채30년 ETN,7335.0,40.0,+0.55%,0.0
1860.0,HANARO 글로벌반도체TOP10 SOLACTIVE,9740.0,110.0,-1.12%,0.0
1861.0,TIGER 모멘텀,24295.0,0.0,0.00%,0.0
1862.0,ACE 베트남VN30선물블룸버그레버리지(H),12145.0,0.0,0.00%,0.0
1863.0,ACE 스마트로우볼,14560.0,20.0,+0.14%,0.0
1864.0,KODEX 혁신기술테마액티브,12100.0,25.0,-0.21%,0.0
1865.0,KODEX MSCI모멘텀,12100.0,0.0,0.00%,0.0
1866.0,KBSTAR 200고배당커버드콜ATM,7245.0,105.0,+1.47%,0.0
1867.0,KBSTAR 글로벌주식분산액티브,10295.0,75.0,-0.72%,0.0
1868.0,KODEX 200 중소형,11990.0,150.0,+1.27%,0.0
1869.0,SOL 차이나육성산업액티브(합성),6535.0,55.0,-0.83%,0.0
1870.0,KB 인버스 2X KOSPI 200 선물 ETN,14375.0,35.0,-0.24%,0.0
1871.0,히어로즈 TDF2050액티브,11050.0,50.0,-0.45%,0.0
1872.0,마이티 코스피100,25610.0,55.0,-0.21%,0.0
1873.0,KODEX 한중전기차(합성),10240.0,115.0,-1.11%,0.0
1874.0,TIGER MSCI KOREA ESG유니버설,9925.0,50.0,-0.50%,0.0
1875.0,TIGER 미국S&P500선물인버스(H),3655.0,5.0,-0.14%,0.0
1876.0,KB KOSDAQ 150 선물 ETN,10180.0,40.0,-0.39%,0.0
1877.0,노루홀딩스우,29200.0,900.0,+3.18%,500.0
1878.0,삼성 알루미늄 선물 ETN,7090.0,35.0,-0.49%,0.0
1879.0,KBSTAR V&S셀렉트밸류,14085.0,55.0,+0.39%,0.0
1880.0,TIGER 경기방어채권혼합,8780.0,35.0,+0.40%,0.0
1881.0,ARIRANG KS로우사이즈가중TR,15550.0,95.0,+0.61%,0.0
1882.0,ACE 스마트모멘텀,13980.0,30.0,-0.21%,0.0
1883.0,ARIRANG 태양광&ESS Fn,8660.0,5.0,-0.06%,0.0
1884.0,일양약품우,15550.0,80.0,+0.52%,2500.0
1885.0,HANARO Fn K-푸드,9215.0,95.0,+1.04%,0.0
1886.0,HANARO KRX기후변화솔루션,12560.0,65.0,-0.51%,0.0
1887.0,KB 레버리지 은 선물 ETN(H),13780.0,55.0,-0.40%,0.0
1888.0,KODEX 한중반도체(합성),11365.0,280.0,-2.40%,0.0
1889.0,대신 천연가스 선물 ETN(H),6745.0,270.0,+4.17%,0.0
1890.0,KBSTAR 글로벌농업경제MV,9630.0,15.0,-0.16%,0.0
1891.0,ARIRANG S&P글로벌인프라,13385.0,125.0,+0.94%,0.0
1892.0,ACE Fn5G플러스,9525.0,115.0,-1.19%,0.0
1893.0,KODEX 국채선물10년인버스,55435.0,465.0,-0.83%,0.0
1894.0,파워 고배당저변동성,27705.0,385.0,+1.41%,0.0
1895.0,SOL 차이나태양광CSI(합성),5525.0,120.0,-2.13%,0.0
1896.0,ARIRANG 미국대체투자Top10MV,13255.0,45.0,+0.34%,0.0
1897.0,ARIRANG 코스피,26445.0,115.0,+0.44%,0.0
1898.0,대신 2X 알루미늄 선물 ETN(H),6610.0,95.0,-1.42%,0.0
1899.0,히어로즈 TDF2040액티브,11005.0,0.0,0.00%,0.0
1900.0,UNICORN R&D 액티브,10990.0,15.0,-0.14%,0.0
1901.0,신한 레버리지 10년 국채선물 ETN,9355.0,0.0,0.00%,0.0
1902.0,KOSEF 차이나A50커넥트인버스MSCI(합성 H),10060.0,180.0,+1.82%,0.0
1903.0,KB 레버리지 구리 선물 ETN(H),13055.0,135.0,-1.02%,0.0
1904.0,HANARO Fn K-메타버스MZ,7250.0,0.0,0.00%,0.0
1905.0,WOORI AI ESG액티브,8645.0,25.0,-0.29%,0.0
1906.0,크라운해태홀딩스우,10790.0,70.0,-0.64%,500.0
1907.0,KODEX 국채선물3년인버스,53950.0,0.0,0.00%,0.0
1908.0,HANARO Fn5G산업,11735.0,150.0,-1.26%,0.0
1909.0,히어로즈 TDF2030액티브,10745.0,5.0,+0.05%,0.0
1910.0,KOSEF 미국방어배당성장나스닥,12890.0,55.0,+0.43%,0.0
1911.0,ACE 스마트하이베타,12650.0,45.0,-0.35%,0.0
1912.0,KODEX MSCI밸류,10540.0,95.0,-0.89%,0.0
1913.0,KBSTAR 유로스탁스50(H),11470.0,15.0,+0.13%,0.0
1914.0,메리츠 레버리지 미국채10년 ETN(H),6300.0,75.0,+1.20%,0.0
1915.0,한양증권우,11960.0,0.0,0.00%,5000.0
1916.0,ARIRANG KS모멘텀가중TR,13935.0,75.0,+0.54%,0.0
1917.0,HANARO KRX300,15630.0,60.0,-0.38%,0.0
1918.0,KODEX 최소변동성,10380.0,0.0,0.00%,0.0
1919.0,HANARO 고배당,11315.0,135.0,+1.21%,0.0
1920.0,ACE 밸류대형,8875.0,35.0,+0.40%,0.0
1921.0,ARIRANG 미국테크10iSelect,10340.0,35.0,-0.34%,0.0
1922.0,ARIRANG 글로벌MSCI(합성 H),15890.0,50.0,-0.31%,0.0
1923.0,KBSTAR 헬스케어,11265.0,210.0,+1.90%,0.0
1924.0,메리츠 STAR 50 ETN,6160.0,0.0,0.00%,0.0
1925.0,HANARO 농업융복합산업,11200.0,105.0,+0.95%,0.0
1926.0,KBSTAR 차이나항셍테크,5845.0,105.0,-1.76%,0.0
1927.0,TIGER 우선주,10940.0,5.0,+0.05%,0.0
1928.0,ACE Fn성장소비주도주,6115.0,65.0,+1.07%,0.0
1929.0,ARIRANG 글로벌수소&차세대연료전지MV,5815.0,55.0,-0.94%,0.0
1930.0,KBSTAR 글로벌자산배분액티브,10145.0,10.0,+0.10%,0.0
1931.0,ARIRANG 신흥국MSCI인버스(합성 H),11695.0,30.0,+0.26%,0.0
1932.0,동원시스템즈우,23000.0,50.0,-0.22%,5000.0
1933.0,KOSEF 코스닥150선물레버리지,5840.0,115.0,+2.01%,0.0
1934.0,TIGER 200커버드콜5%OTM,12130.0,60.0,+0.50%,0.0
1935.0,ARIRANG 고배당저변동50,11000.0,135.0,+1.24%,0.0
1936.0,동부건설우,26800.0,50.0,-0.19%,5000.0
1937.0,TIGER 차이나항셍25,13405.0,240.0,-1.76%,0.0
1938.0,KB KOSPI 200 선물 ETN,8610.0,60.0,-0.69%,0.0
1939.0,삼성 HSCEI ETN(H),6000.0,80.0,-1.32%,0.0
1940.0,KB 인버스 KOSDAQ150 선물 ETN,8570.0,20.0,-0.23%,0.0
1941.0,KOSEF SK그룹대표주,10890.0,80.0,-0.73%,0.0
1942.0,히어로즈 글로벌리츠이지스액티브,9175.0,25.0,-0.27%,0.0
1943.0,금강공업우,10090.0,90.0,-0.88%,1000.0
1944.0,ACE 중국과창판STAR50,6550.0,40.0,-0.61%,0.0
1945.0,코리아써키트2우B,7500.0,20.0,+0.27%,500.0
1946.0,SOL 한국형글로벌플랫폼&메타버스액티브,11295.0,90.0,+0.80%,0.0
1947.0,HK 베스트일레븐액티브,8385.0,0.0,0.00%,0.0
1948.0,ARIRANG KS밸류가중TR,14655.0,85.0,+0.58%,0.0
1949.0,ACE 중국본토CSI300레버리지(합성),2785.0,30.0,-1.07%,0.0
1950.0,KODEX K-이노베이션액티브,10615.0,100.0,-0.93%,0.0
1901.0,신한 레버리지 10년 국채선물 ETN,9355.0,0.0,0.00%,0.0
1902.0,KOSEF 차이나A50커넥트인버스MSCI(합성 H),10060.0,180.0,+1.82%,0.0
1903.0,KB 레버리지 구리 선물 ETN(H),13055.0,135.0,-1.02%,0.0
1904.0,HANARO Fn K-메타버스MZ,7250.0,0.0,0.00%,0.0
1905.0,WOORI AI ESG액티브,8645.0,25.0,-0.29%,0.0
1906.0,크라운해태홀딩스우,10790.0,70.0,-0.64%,500.0
1907.0,KODEX 국채선물3년인버스,53950.0,0.0,0.00%,0.0
1908.0,HANARO Fn5G산업,11735.0,150.0,-1.26%,0.0
1909.0,히어로즈 TDF2030액티브,10745.0,5.0,+0.05%,0.0
1910.0,KOSEF 미국방어배당성장나스닥,12890.0,55.0,+0.43%,0.0
1911.0,ACE 스마트하이베타,12650.0,45.0,-0.35%,0.0
1912.0,KODEX MSCI밸류,10540.0,95.0,-0.89%,0.0
1913.0,KBSTAR 유로스탁스50(H),11470.0,15.0,+0.13%,0.0
1914.0,메리츠 레버리지 미국채10년 ETN(H),6300.0,75.0,+1.20%,0.0
1915.0,한양증권우,11960.0,0.0,0.00%,5000.0
1916.0,ARIRANG KS모멘텀가중TR,13935.0,75.0,+0.54%,0.0
1917.0,HANARO KRX300,15630.0,60.0,-0.38%,0.0
1918.0,KODEX 최소변동성,10380.0,0.0,0.00%,0.0
1919.0,HANARO 고배당,11315.0,135.0,+1.21%,0.0
1920.0,ACE 밸류대형,8875.0,35.0,+0.40%,0.0
1921.0,ARIRANG 미국테크10iSelect,10340.0,35.0,-0.34%,0.0
1922.0,ARIRANG 글로벌MSCI(합성 H),15890.0,50.0,-0.31%,0.0
1923.0,KBSTAR 헬스케어,11265.0,210.0,+1.90%,0.0
1924.0,메리츠 STAR 50 ETN,6160.0,0.0,0.00%,0.0
1925.0,HANARO 농업융복합산업,11200.0,105.0,+0.95%,0.0
1926.0,KBSTAR 차이나항셍테크,5845.0,105.0,-1.76%,0.0
1927.0,TIGER 우선주,10940.0,5.0,+0.05%,0.0
1928.0,ACE Fn성장소비주도주,6115.0,65.0,+1.07%,0.0
1929.0,ARIRANG 글로벌수소&차세대연료전지MV,5815.0,55.0,-0.94%,0.0
1930.0,KBSTAR 글로벌자산배분액티브,10145.0,10.0,+0.10%,0.0
1931.0,ARIRANG 신흥국MSCI인버스(합성 H),11695.0,30.0,+0.26%,0.0
1932.0,동원시스템즈우,23000.0,50.0,-0.22%,5000.0
1933.0,KOSEF 코스닥150선물레버리지,5840.0,115.0,+2.01%,0.0
1934.0,TIGER 200커버드콜5%OTM,12130.0,60.0,+0.50%,0.0
1935.0,ARIRANG 고배당저변동50,11000.0,135.0,+1.24%,0.0
1936.0,동부건설우,26800.0,50.0,-0.19%,5000.0
1937.0,TIGER 차이나항셍25,13405.0,240.0,-1.76%,0.0
1938.0,KB KOSPI 200 선물 ETN,8610.0,60.0,-0.69%,0.0
1939.0,삼성 HSCEI ETN(H),6000.0,80.0,-1.32%,0.0
1940.0,KB 인버스 KOSDAQ150 선물 ETN,8570.0,20.0,-0.23%,0.0
1941.0,KOSEF SK그룹대표주,10890.0,80.0,-0.73%,0.0
1942.0,히어로즈 글로벌리츠이지스액티브,9175.0,25.0,-0.27%,0.0
1943.0,금강공업우,10090.0,90.0,-0.88%,1000.0
1944.0,ACE 중국과창판STAR50,6550.0,40.0,-0.61%,0.0
1945.0,코리아써키트2우B,7500.0,20.0,+0.27%,500.0
1946.0,SOL 한국형글로벌플랫폼&메타버스액티브,11295.0,90.0,+0.80%,0.0
1947.0,HK 베스트일레븐액티브,8385.0,0.0,0.00%,0.0
1948.0,ARIRANG KS밸류가중TR,14655.0,85.0,+0.58%,0.0
1949.0,ACE 중국본토CSI300레버리지(합성),2785.0,30.0,-1.07%,0.0
1950.0,KODEX K-이노베이션액티브,10615.0,100.0,-0.93%,0.0
1.0,삼성전자,72000.0,300.0,+0.42%,100.0,3022314.0,4484245.0,433766.0
2.0,LG에너지솔루션,514000.0,6000.0,+1.18%,500.0,255986.0,382994.0,12137.0
3.0,SK하이닉스,122400.0,200.0,+0.16%,5000.0,446216.0,1038715.0,68094.0
4.0,삼성바이오로직스,731000.0,0.0,0.00%,2500.0,30013.0,165821.0,9836.0
5.0,POSCO홀딩스,584000.0,31000.0,+5.61%,5000.0,847502.0,984068.0,48501.0
6.0,삼성전자우,58100.0,300.0,+0.52%,100.0,,,
7.0,현대차,192200.0,1500.0,+0.79%,5000.0,1425275.0,2557425.0,98198.0
8.0,LG화학,573000.0,20000.0,+3.62%,5000.0,518649.0,679738.0,29957.0
9.0,삼성SDI,581000.0,3000.0,-0.51%,5000.0,201241.0,302575.0,18080.0
10.0,NAVER,229500.0,4000.0,+1.77%,100.0,82201.0,338990.0,13047.0
11.0,기아,80100.0,900.0,+1.14%,5000.0,865590.0,737110.0,72331.0
12.0,포스코퓨처엠,408500.0,7000.0,+1.74%,500.0,33019.0,46375.0,1659.0
13.0,KB금융,57300.0,1200.0,+2.14%,5000.0,888959.0,7011708.0,56389.0
14.0,현대모비스,238000.0,3000.0,+1.28%,5000.0,519063.0,554067.0,20265.0
15.0,카카오,48850.0,550.0,+1.14%,100.0,71068.0,229635.0,5803.0
16.0,셀트리온,146500.0,1100.0,-0.75%,1000.0,22840.0,58917.0,6472.0
17.0,삼성물산,110000.0,1000.0,+0.92%,100.0,431617.0,589815.0,25285.0
18.0,신한지주,38000.0,1350.0,+3.68%,5000.0,354133.0,6758843.0,58881.0
19.0,LG전자,107400.0,3100.0,+2.97%,5000.0,834673.0,551561.0,35510.0
20.0,SK이노베이션,159600.0,2600.0,-1.60%,5000.0,780569.0,672189.0,39173.0
21.0,삼성생명,72400.0,800.0,+1.12%,500.0,403310.0,3161659.0,13866.0
22.0,포스코인터내셔널,79600.0,2600.0,+3.38%,5000.0,379896.0,125163.0,9025.0
23.0,LG,85800.0,800.0,+0.94%,5000.0,71860.0,296337.0,19414.0
24.0,하나금융지주,43500.0,1850.0,+4.44%,5000.0,708438.0,5688732.0,46903.0
25.0,삼성화재,267500.0,6000.0,+2.29%,500.0,257844.0,882243.0,16061.0
26.0,카카오뱅크,26050.0,1000.0,+3.99%,5000.0,16058.0,395161.0,3532.0
27.0,KT&G,90300.0,200.0,-0.22%,5000.0,58514.0,123017.0,12676.0
28.0,한국전력,18140.0,10.0,+0.06%,5000.0,712579.0,2348050.0,-326552.0
29.0,메리츠금융지주,55500.0,300.0,+0.54%,500.0,703656.0,927572.0,22009.0
30.0,HD현대중공업,128600.0,1500.0,+1.18%,5000.0,90455.0,162894.0,-2892.0
31.0,SK,151900.0,4100.0,+2.77%,200.0,1345516.0,1945059.0,80047.0
32.0,고려아연,557000.0,15000.0,+2.77%,5000.0,112194.0,120979.0,9192.0
33.0,SK텔레콤,50400.0,200.0,+0.40%,100.0,173050.0,313083.0,16121.0
34.0,두산에너빌리티,17170.0,150.0,+0.88%,5000.0,154211.0,230498.0,11061.0
35.0,삼성에스디에스,140400.0,2200.0,+1.59%,500.0,172347.0,119524.0,9161.0
36.0,삼성전기,144400.0,400.0,+0.28%,5000.0,94246.0,109972.0,11828.0
37.0,하이브,244500.0,1500.0,-0.61%,500.0,17762.0,48704.0,2369.0
38.0,우리금융지주,12590.0,320.0,+2.61%,5000.0,423727.0,4804744.0,44305.0
39.0,S-Oil,80700.0,1600.0,+2.02%,2500.0,424460.0,196131.0,34052.0
40.0,기업은행,11340.0,210.0,+1.89%,5000.0,275361.0,4319797.0,37748.0
41.0,HD한국조선해양,122400.0,2400.0,+2.00%,5000.0,173020.0,298835.0,-3556.0
42.0,KT,32850.0,850.0,+2.66%,5000.0,256500.0,409807.0,16901.0
43.0,대한항공,22950.0,250.0,+1.10%,5000.0,140961.0,289977.0,28306.0
44.0,HMM,16830.0,600.0,+3.70%,5000.0,185828.0,259735.0,99516.0
45.0,한화오션,35450.0,1050.0,+3.05%,5000.0,48602.0,122357.0,-16136.0
46.0,크래프톤,157000.0,1700.0,+1.09%,100.0,18540.0,60303.0,7516.0
47.0,아모레퍼시픽,128500.0,1600.0,+1.26%,500.0,41349.0,58018.0,2142.0
48.0,삼성중공업,8540.0,190.0,+2.28%,1000.0,59447.0,144917.0,-8544.0
49.0,금양,129300.0,8900.0,+7.39%,500.0,2131.0,2828.0,132.0
50.0,LG생활건강,470500.0,13000.0,+2.84%,5000.0,71858.0,73029.0,7111.0
1.0,삼성전자,72000.0,300.0,+0.42%,100.0,3022314.0,4484245.0,433766.0
2.0,LG에너지솔루션,514000.0,6000.0,+1.18%,500.0,255986.0,382994.0,12137.0
3.0,SK하이닉스,122400.0,200.0,+0.16%,5000.0,446216.0,1038715.0,68094.0
4.0,삼성바이오로직스,731000.0,0.0,0.00%,2500.0,30013.0,165821.0,9836.0
5.0,POSCO홀딩스,584000.0,31000.0,+5.61%,5000.0,847502.0,984068.0,48501.0
6.0,삼성전자우,58100.0,300.0,+0.52%,100.0,,,
7.0,현대차,192200.0,1500.0,+0.79%,5000.0,1425275.0,2557425.0,98198.0
8.0,LG화학,573000.0,20000.0,+3.62%,5000.0,518649.0,679738.0,29957.0
9.0,삼성SDI,581000.0,3000.0,-0.51%,5000.0,201241.0,302575.0,18080.0
10.0,NAVER,229500.0,4000.0,+1.77%,100.0,82201.0,338990.0,13047.0
11.0,기아,80100.0,900.0,+1.14%,5000.0,865590.0,737110.0,72331.0
12.0,포스코퓨처엠,408500.0,7000.0,+1.74%,500.0,33019.0,46375.0,1659.0
13.0,KB금융,57300.0,1200.0,+2.14%,5000.0,888959.0,7011708.0,56389.0
14.0,현대모비스,238000.0,3000.0,+1.28%,5000.0,519063.0,554067.0,20265.0
15.0,카카오,48850.0,550.0,+1.14%,100.0,71068.0,229635.0,5803.0
16.0,셀트리온,146500.0,1100.0,-0.75%,1000.0,22840.0,58917.0,6472.0
17.0,삼성물산,110000.0,1000.0,+0.92%,100.0,431617.0,589815.0,25285.0
18.0,신한지주,38000.0,1350.0,+3.68%,5000.0,354133.0,6758843.0,58881.0
19.0,LG전자,107400.0,3100.0,+2.97%,5000.0,834673.0,551561.0,35510.0
20.0,SK이노베이션,159600.0,2600.0,-1.60%,5000.0,780569.0,672189.0,39173.0
21.0,삼성생명,72400.0,800.0,+1.12%,500.0,403310.0,3161659.0,13866.0
22.0,포스코인터내셔널,79600.0,2600.0,+3.38%,5000.0,379896.0,125163.0,9025.0
23.0,LG,85800.0,800.0,+0.94%,5000.0,71860.0,296337.0,19414.0
24.0,하나금융지주,43500.0,1850.0,+4.44%,5000.0,708438.0,5688732.0,46903.0
25.0,삼성화재,267500.0,6000.0,+2.29%,500.0,257844.0,882243.0,16061.0
26.0,카카오뱅크,26050.0,1000.0,+3.99%,5000.0,16058.0,395161.0,3532.0
27.0,KT&G,90300.0,200.0,-0.22%,5000.0,58514.0,123017.0,12676.0
28.0,한국전력,18140.0,10.0,+0.06%,5000.0,712579.0,2348050.0,-326552.0
29.0,메리츠금융지주,55500.0,300.0,+0.54%,500.0,703656.0,927572.0,22009.0
30.0,HD현대중공업,128600.0,1500.0,+1.18%,5000.0,90455.0,162894.0,-2892.0
31.0,SK,151900.0,4100.0,+2.77%,200.0,1345516.0,1945059.0,80047.0
32.0,고려아연,557000.0,15000.0,+2.77%,5000.0,112194.0,120979.0,9192.0
33.0,SK텔레콤,50400.0,200.0,+0.40%,100.0,173050.0,313083.0,16121.0
34.0,두산에너빌리티,17170.0,150.0,+0.88%,5000.0,154211.0,230498.0,11061.0
35.0,삼성에스디에스,140400.0,2200.0,+1.59%,500.0,172347.0,119524.0,9161.0
36.0,삼성전기,144400.0,400.0,+0.28%,5000.0,94246.0,109972.0,11828.0
37.0,하이브,244500.0,1500.0,-0.61%,500.0,17762.0,48704.0,2369.0
38.0,우리금융지주,12590.0,320.0,+2.61%,5000.0,423727.0,4804744.0,44305.0
39.0,S-Oil,80700.0,1600.0,+2.02%,2500.0,424460.0,196131.0,34052.0
40.0,기업은행,11340.0,210.0,+1.89%,5000.0,275361.0,4319797.0,37748.0
41.0,HD한국조선해양,122400.0,2400.0,+2.00%,5000.0,173020.0,298835.0,-3556.0
42.0,KT,32850.0,850.0,+2.66%,5000.0,256500.0,409807.0,16901.0
43.0,대한항공,22950.0,250.0,+1.10%,5000.0,140961.0,289977.0,28306.0
44.0,HMM,16830.0,600.0,+3.70%,5000.0,185828.0,259735.0,99516.0
45.0,한화오션,35450.0,1050.0,+3.05%,5000.0,48602.0,122357.0,-16136.0
46.0,크래프톤,157000.0,1700.0,+1.09%,100.0,18540.0,60303.0,7516.0
47.0,아모레퍼시픽,128500.0,1600.0,+1.26%,500.0,41349.0,58018.0,2142.0
48.0,삼성중공업,8540.0,190.0,+2.28%,1000.0,59447.0,144917.0,-8544.0
49.0,금양,129300.0,8900.0,+7.39%,500.0,2131.0,2828.0,132.0
50.0,LG생활건강,470500.0,13000.0,+2.84%,5000.0,71858.0,73029.0,7111.0
51.0,SK바이오팜,91300.0,1700.0,-1.83%,500.0,2462.0,6642.0,-1311.0
52.0,현대글로비스,178900.0,1400.0,+0.79%,500.0,269819.0,138778.0,17985.0
53.0,DB손해보험,94000.0,4200.0,+4.68%,500.0,228608.0,644966.0,13331.0
54.0,삼성엔지니어링,32450.0,650.0,+2.04%,5000.0,100543.0,78487.0,7029.0
55.0,TIGER CD금리투자KIS(합성),53000.0,0.0,0.00%,0.0,,,
56.0,롯데케미칼,147000.0,5500.0,+3.89%,5000.0,222761.0,267846.0,-7626.0
57.0,카카오페이,46550.0,1050.0,+2.31%,500.0,5217.0,33315.0,-455.0
58.0,KODEX 200,34595.0,445.0,+1.30%,0.0,,,
59.0,SK스퀘어,42250.0,850.0,+2.05%,100.0,45107.0,221606.0,1628.0
60.0,LG이노텍,249500.0,5000.0,+2.04%,5000.0,195894.0,97936.0,12718.0
61.0,SK아이이테크놀로지,81300.0,1700.0,-2.05%,1000.0,5858.0,34973.0,-523.0
62.0,유한양행,75500.0,400.0,-0.53%,1000.0,17758.0,24727.0,360.0
63.0,한화에어로스페이스,111500.0,400.0,+0.36%,5000.0,65396.0,151573.0,3772.0
